symbol,href,name,sector_id,listed_in,sector_name,,ACI,ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI,PSXDIV20,UPP9,data-link
HINO,https://dps.psx.com.pk/company/HINO,Hinopak Motors Limited,0801,"ALLSHR,KMIALLSHR",AUTOMOBILE ASSEMBLER,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HINO
CYAN,https://dps.psx.com.pk/company/CYAN,Cyan Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CYAN
TPLT,https://dps.psx.com.pk/company/TPLT,TPL Trakker Limited,0828,"ALLSHR,KMIALLSHR",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TPLT
AKDSL,https://dps.psx.com.pk/company/AKDSL,AKD Securities Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AKDSL
AGSML,https://dps.psx.com.pk/company/AGSML,Abdullah Shah Ghazi Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGSML
EPQL,https://dps.psx.com.pk/company/EPQL,Engro Powergen Qadirpur Limited,0824,ALLSHR,POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EPQL
DSIL,https://dps.psx.com.pk/company/DSIL,D.S. Industries Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DSIL
STCL,https://dps.psx.com.pk/company/STCL,Shabbir Tiles & Ceramics Limited,0811,"ALLSHR,KMIALLSHR",GLASS & CERAMICS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/STCL
FPJM,https://dps.psx.com.pk/company/FPJM,First Punjab Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FPJM
CEPB,https://dps.psx.com.pk/company/CEPB,Century Paper & Board Mills Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CEPB
BFBIO,https://dps.psx.com.pk/company/BFBIO,BF Biosciences Limited,0823,"ALLSHR,KMIALLSHR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BFBIO
CJPL,https://dps.psx.com.pk/company/CJPL,Crescent Jute Products Limited,0814,ALLSHR,JUTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CJPL
PAKOXY,https://dps.psx.com.pk/company/PAKOXY,Pakistan Oxygen Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PAKOXY
MCB,https://dps.psx.com.pk/company/MCB,MCB Bank Limited,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20,UPP9",COMMERCIAL BANKS,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,https://dps.psx.com.pk/timeseries/eod/MCB
GLAXO,https://dps.psx.com.pk/company/GLAXO,GlaxoSmithKline Pakistan Limited,0823,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",PHARMACEUTICALS,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GLAXO
GWLC,https://dps.psx.com.pk/company/GWLC,Gharibwal Cement Limited,0804,"ALLSHR,KMIALLSHR",CEMENT,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GWLC
MERIT,https://dps.psx.com.pk/company/MERIT,Merit Packaging Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MERIT
NICL,https://dps.psx.com.pk/company/NICL,Nimir Industrial Chemicals Limited,0805,ALLSHR,CHEMICAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NICL
INKL,https://dps.psx.com.pk/company/INKL,International Knitwear Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/INKL
PABC,https://dps.psx.com.pk/company/PABC,Pakistan Aluminium Beverage Cans Limited,0818,"ALLSHR,KSE100,KSE100PR",MISCELLANEOUS,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PABC
CPPL,https://dps.psx.com.pk/company/CPPL,Cherat Packaging Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CPPL
AGP,https://dps.psx.com.pk/company/AGP,AGP Limited,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGP
GVGL,https://dps.psx.com.pk/company/GVGL,Ghani Value Glass Limited,0811,"ALLSHR,KMIALLSHR",GLASS & CERAMICS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GVGL
BIFO,https://dps.psx.com.pk/company/BIFO,Biafo Industries Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BIFO
SAZEW,https://dps.psx.com.pk/company/SAZEW,Sazgar Engineering Works Limited,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",AUTOMOBILE ASSEMBLER,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SAZEW
SITC,https://dps.psx.com.pk/company/SITC,Sitara Chemical Industries Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SITC
NPL,https://dps.psx.com.pk/company/NPL,Nishat Power Limited,0824,"ALLSHR,KSE100,KSE100PR",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NPL
KOHC,https://dps.psx.com.pk/company/KOHC,Kohat Cement Company Limited,0804,"ALLSHR,KSE100,KSE100PR",CEMENT,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KOHC
KOHP,https://dps.psx.com.pk/company/KOHP,Kohinoor Power Company Limited,0824,ALLSHR,POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KOHP
BERG,https://dps.psx.com.pk/company/BERG,Berger Paints Pakistan Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BERG
SERT,https://dps.psx.com.pk/company/SERT,Service Industries Textiles Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SERT
MSCL,https://dps.psx.com.pk/company/MSCL,Metropolitan Steel Corporation Limited,0808,"ALLSHR,KMIALLSHR",ENGINEERING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MSCL
FFLM,https://dps.psx.com.pk/company/FFLM,First Fidelity Leasing Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FFLM
ATLH,https://dps.psx.com.pk/company/ATLH,Atlas Honda Limited,0801,"ALLSHR,KSE100,KSE100PR",AUTOMOBILE ASSEMBLER,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ATLH
FEM,https://dps.psx.com.pk/company/FEM,First Equity Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FEM
NCPL,https://dps.psx.com.pk/company/NCPL,Nishat Chunian Power Limited,0824,ALLSHR,POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NCPL
AGIL,https://dps.psx.com.pk/company/AGIL,Agriauto Industries Limited,0802,"ALLSHR,KMIALLSHR",AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGIL
FCIBL,https://dps.psx.com.pk/company/FCIBL,First Credit and Investment Bank Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FCIBL
PAKD,https://dps.psx.com.pk/company/PAKD,Pak Datacom Limited,0828,"ALLSHR,KMIALLSHR",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PAKD
ADAMS,https://dps.psx.com.pk/company/ADAMS,Adam Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ADAMS
CHCC,https://dps.psx.com.pk/company/CHCC,Cherat Cement Company Limited,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",CEMENT,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CHCC
ACPL,https://dps.psx.com.pk/company/ACPL,Attock Cement Pakistan Limited,0804,ALLSHR,CEMENT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ACPL
MSOT,https://dps.psx.com.pk/company/MSOT,Masood Textile Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MSOT
IPAK,https://dps.psx.com.pk/company/IPAK,International Packaging Films Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IPAK
JGICL,https://dps.psx.com.pk/company/JGICL,Jubilee General Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JGICL
FML,https://dps.psx.com.pk/company/FML,Feroze1888 Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FML
MFFL,https://dps.psx.com.pk/company/MFFL,Mitchells Fruit Farms Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MFFL
TGL,https://dps.psx.com.pk/company/TGL,Tariq Glass Industries Limited,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",GLASS & CERAMICS,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TGL
HABSM,https://dps.psx.com.pk/company/HABSM,Habib Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HABSM
LSEVL,https://dps.psx.com.pk/company/LSEVL,LSE Ventures Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LSEVL
NCL,https://dps.psx.com.pk/company/NCL,Nishat Chunian Limited,0829,"ACI,ALLSHR",TEXTILE COMPOSITE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NCL
BRRG,https://dps.psx.com.pk/company/BRRG,B.R.R Guardian Limited,0838,"ALLSHR,KMIALLSHR",PROPERTY,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BRRG
SGPL,https://dps.psx.com.pk/company/SGPL,S.G. Power Limited,0824,"ALLSHR,KMIALLSHR",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SGPL
BILF,https://dps.psx.com.pk/company/BILF,Bilal Fibres Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BILF
HRPL,https://dps.psx.com.pk/company/HRPL,Habib Rice Product Limited.,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HRPL
BNWM,https://dps.psx.com.pk/company/BNWM,Bannu Woollen Mills Limited,0835,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",WOOLLEN,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BNWM
PCAL,https://dps.psx.com.pk/company/PCAL,Pakistan Cables Limited,0803,ALLSHR,CABLE & ELECTRICAL GOODS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PCAL
IML,https://dps.psx.com.pk/company/IML,Imperial  Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IML
DWTM,https://dps.psx.com.pk/company/DWTM,Dewan Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DWTM
KML,https://dps.psx.com.pk/company/KML,Kohinoor Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KML
MTL,https://dps.psx.com.pk/company/MTL,Millat Tractors Limited,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,PSXDIV20",AUTOMOBILE ASSEMBLER,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/MTL
ZTL,https://dps.psx.com.pk/company/ZTL,Zephyr Textiles Limited,0831,"ALLSHR,KMIALLSHR",TEXTILE WEAVING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ZTL
ARPL,https://dps.psx.com.pk/company/ARPL,Archroma Pakistan Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ARPL
CLOV,https://dps.psx.com.pk/company/CLOV,Clover Pakistan Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CLOV
SSOM,https://dps.psx.com.pk/company/SSOM,S.S.Oil Mills Limited,0834,"ALLSHR,KMIALLSHR",VANASPATI & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SSOM
MIRKS,https://dps.psx.com.pk/company/MIRKS,Mirpurkhas Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MIRKS
ICL,https://dps.psx.com.pk/company/ICL,Ittehad Chemicals Limted,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ICL
PSYL,https://dps.psx.com.pk/company/PSYL,Pakistan Synthetics Limited,0827,"ALLSHR,KMIALLSHR",SYNTHETIC & RAYON,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PSYL
SCBPL,https://dps.psx.com.pk/company/SCBPL,Standard Chartered Bank (Pak) Ltd,0807,"ALLSHR,KSE100,KSE100PR",COMMERCIAL BANKS,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SCBPL
GAMON,https://dps.psx.com.pk/company/GAMON,Gammon Pakistan Limited,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GAMON
ANTM,https://dps.psx.com.pk/company/ANTM,AN Textile Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ANTM
UVIC,https://dps.psx.com.pk/company/UVIC,The Universal Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UVIC
STYLERS,https://dps.psx.com.pk/company/STYLERS,Stylers International Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/STYLERS
HALEON,https://dps.psx.com.pk/company/HALEON,Haleon Pakistan Limited,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HALEON
LCI,https://dps.psx.com.pk/company/LCI,Lucky Core Industries Limited,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",CHEMICAL,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LCI
TRIPF,https://dps.psx.com.pk/company/TRIPF,Tri-Pack Films Limited,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TRIPF
SSML,https://dps.psx.com.pk/company/SSML,Saritow Spinning Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SSML
MRNS,https://dps.psx.com.pk/company/MRNS,Mehran Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MRNS
SLYT,https://dps.psx.com.pk/company/SLYT,Sally Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SLYT
KTML,https://dps.psx.com.pk/company/KTML,Kohinoor Textile Mills Limited,0829,"ALLSHR,KSE100,KSE100PR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KTML
KOHE,https://dps.psx.com.pk/company/KOHE,Kohinoor Energy Limited,0824,"ALLSHR,KMIALLSHR",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KOHE
GRR,https://dps.psx.com.pk/company/GRR,Globe Residency REIT,0836,ALLSHR,REAL ESTATE INVESTMENT TRUST,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GRR
ZAHID,https://dps.psx.com.pk/company/ZAHID,Zahidjee Textile Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ZAHID
786,https://dps.psx.com.pk/company/786,786 Investments Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/786
GEMSPNL,https://dps.psx.com.pk/company/GEMSPNL,Supernet Limited,0828,"ALLSHR,KMIALLSHR",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GEMSPNL
KOIL,https://dps.psx.com.pk/company/KOIL,Kohinoor Industries Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KOIL
ARUJ,https://dps.psx.com.pk/company/ARUJ,Aruj Industries Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ARUJ
AHL,https://dps.psx.com.pk/company/AHL,Arif Habib Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AHL
CHAS,https://dps.psx.com.pk/company/CHAS,Chashma Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CHAS
MQTM,https://dps.psx.com.pk/company/MQTM,Maqbool Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MQTM
DNCC,https://dps.psx.com.pk/company/DNCC,Dandot Cement Company Limited,0804,ALLSHR,CEMENT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DNCC
FECTC,https://dps.psx.com.pk/company/FECTC,Fecto Cement Limited,0804,"ALLSHR,KMIALLSHR",CEMENT,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FECTC
DEL,https://dps.psx.com.pk/company/DEL,Dawood Equities Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DEL
RICL,https://dps.psx.com.pk/company/RICL,Reliance Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/RICL
ICCI,https://dps.psx.com.pk/company/ICCI,ICC Industries Limited,0831,"ALLSHR,KMIALLSHR",TEXTILE WEAVING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ICCI
SHFA,https://dps.psx.com.pk/company/SHFA,Shifa International Hospitals Limited,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SHFA
FRSM,https://dps.psx.com.pk/company/FRSM,Faran Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FRSM
KOHTM,https://dps.psx.com.pk/company/KOHTM,Kohat Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KOHTM
SEPL,https://dps.psx.com.pk/company/SEPL,Security Papers Limited,0822,ALLSHR,"PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SEPL
WAHN,https://dps.psx.com.pk/company/WAHN,Wah Noble Chemicals Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/WAHN
SURC,https://dps.psx.com.pk/company/SURC,Suraj Cotton Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SURC
HMB,https://dps.psx.com.pk/company/HMB,Habib Metropolitan Bank Limited,0807,"ALLSHR,KSE100,KSE100PR",COMMERCIAL BANKS,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HMB
UBLPETF,https://dps.psx.com.pk/etf/UBLPETF,UBLPakistan Enterprise ETF,0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UBLPETF
SGF,https://dps.psx.com.pk/company/SGF,Service GlobalFootwear Limited,0816,"ALLSHR,KMIALLSHR",LEATHER & TANNERIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SGF
