symbol,href,name,sector_id,listed_in,sector_name,,ACI,ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI,PSXDIV20,UPP9,data-link
SHEZ,https://dps.psx.com.pk/company/SHEZ,Shezan International Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SHEZ
PMRS,https://dps.psx.com.pk/company/PMRS,The Premier Sugar Mills,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PMRS
GLPL,https://dps.psx.com.pk/company/GLPL,Gillette Pakistan Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GLPL
BTL,https://dps.psx.com.pk/company/BTL,Blessed Textiles Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BTL
JLICL,https://dps.psx.com.pk/company/JLICL,Jubilee Life Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JLICL
GSPM,https://dps.psx.com.pk/company/GSPM,Gulshan Spinning Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GSPM
FZCM,https://dps.psx.com.pk/company/FZCM,Fazal Cloth Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FZCM
BATA,https://dps.psx.com.pk/company/BATA,Bata Pakistan Limited,0816,"ALLSHR,KMIALLSHR",LEATHER & TANNERIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BATA
KSTM,https://dps.psx.com.pk/company/KSTM,Khalid Siraj Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KSTM
PSEL,https://dps.psx.com.pk/company/PSEL,Pakistan Services Limited,0818,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",MISCELLANEOUS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PSEL
KPUS,https://dps.psx.com.pk/company/KPUS,Khairpur Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KPUS
PECO,https://dps.psx.com.pk/company/PECO,Pakistan Engineering Company Limited,0808,ALLSHR,ENGINEERING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PECO
SIBL,https://dps.psx.com.pk/company/SIBL,Security Investment Bank Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SIBL
PKGP,https://dps.psx.com.pk/company/PKGP,Pakgen Power Limited,0824,"ALLSHR,KSE100,KSE100PR",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PKGP
DINT,https://dps.psx.com.pk/company/DINT,Din Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DINT
BOK,https://dps.psx.com.pk/company/BOK,The Bank of Khyber,0807,ALLSHR,COMMERCIAL BANKS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BOK
SEL,https://dps.psx.com.pk/company/SEL,Sitara Energy Limited,0824,"ALLSHR,KMIALLSHR",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SEL
SRVI,https://dps.psx.com.pk/company/SRVI,Service Industries Limited,0816,"ALLSHR,KSE100,KSE100PR",LEATHER & TANNERIES,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SRVI
AKDHL,https://dps.psx.com.pk/company/AKDHL,AKD Hospitality Limited,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AKDHL
SUHJ,https://dps.psx.com.pk/company/SUHJ,Suhail Jute Mills Limited,0814,ALLSHR,JUTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SUHJ
SASML,https://dps.psx.com.pk/company/SASML,Sindh Abadgars Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SASML
RCML,https://dps.psx.com.pk/company/RCML,Reliance Cotton Spinning Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/RCML
JUBS,https://dps.psx.com.pk/company/JUBS,Jubilee Spinning & Weaving Mills Ltd.,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JUBS
ELSM,https://dps.psx.com.pk/company/ELSM,Ellcot Spinning Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ELSM
HBLTETF,https://dps.psx.com.pk/etf/HBLTETF,HBL Total Treasury (ETF),0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HBLTETF
CCM,https://dps.psx.com.pk/company/CCM,Crescent Cotton Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CCM
ACIETF,https://dps.psx.com.pk/etf/ACIETF,Alfalah Consumer Index (ETF),0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ACIETF
SHCM,https://dps.psx.com.pk/company/SHCM,Shadman Cotton Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SHCM
STL,https://dps.psx.com.pk/company/STL,Supernet Technologies Limited,0828,"ALLSHR,KMIALLSHR",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/STL
IDYM,https://dps.psx.com.pk/company/IDYM,Indus Dyeing & Manufacturing Co. Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IDYM
FASM,https://dps.psx.com.pk/company/FASM,Faisal Spinning Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FASM
JKSM,https://dps.psx.com.pk/company/JKSM,J.K. Spinning Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JKSM
BHAT,https://dps.psx.com.pk/company/BHAT,Bhanero Textile Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BHAT
GRYL,https://dps.psx.com.pk/company/GRYL,Grays Leasing Limited,0815,ALLSHR,LEASING COMPANIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GRYL
EPCLPS,https://dps.psx.com.pk/company/EPCLPS,Engro Poly(Pref),0805,ALLSHR,CHEMICAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EPCLPS
UPFL,https://dps.psx.com.pk/company/UPFL,Unilever Pakistan Foods Limited,0810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UPFL
KHYT,https://dps.psx.com.pk/company/KHYT,Khyber Textile Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KHYT
ISIL,https://dps.psx.com.pk/company/ISIL,Ismail Industries Limited,0810,ALLSHR,FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ISIL
SINDM,https://dps.psx.com.pk/company/SINDM,Sindh Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SINDM
PIAHCLB,https://dps.psx.com.pk/company/PIAHCLB,PIA Holding Company LimitedB,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PIAHCLB
ASLCPS,https://dps.psx.com.pk/company/ASLCPS,Aisha Steel Convt (Pref) Right,0808,ALLSHR,ENGINEERING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ASLCPS
SAPT,https://dps.psx.com.pk/company/SAPT,Sapphire Textile Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SAPT
JDWS,https://dps.psx.com.pk/company/JDWS,JDW Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JDWS
CENI,https://dps.psx.com.pk/company/CENI,Century Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CENI
IBFL,https://dps.psx.com.pk/company/IBFL,Ibrahim Fibres Limited,0827,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",SYNTHETIC & RAYON,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IBFL
HPL,https://dps.psx.com.pk/company/HPL,Hoechst Pakistan Limited,0823,"ALLSHR,KMIALLSHR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HPL
BAFS,https://dps.psx.com.pk/company/BAFS,Baba Farid Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BAFS
TSML,https://dps.psx.com.pk/company/TSML,Tandlianwala Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TSML
SIEM,https://dps.psx.com.pk/company/SIEM,Siemens (Pakistan) Engineering,0803,ALLSHR,CABLE & ELECTRICAL GOODS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SIEM
HAFL,https://dps.psx.com.pk/company/HAFL,Hafiz Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HAFL
OML,https://dps.psx.com.pk/company/OML,Olympia Mills Limited,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/OML
FIL,https://dps.psx.com.pk/company/FIL,Fateh Industries Limited,0816,ALLSHR,LEATHER & TANNERIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FIL
SANSM,https://dps.psx.com.pk/company/SANSM,Sanghar Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SANSM
RMPL,https://dps.psx.com.pk/company/RMPL,Rafhan Maize Products Company Limited,0810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/RMPL
DMTM,https://dps.psx.com.pk/company/DMTM,Dewan Mushtaq Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DMTM
BELA,https://dps.psx.com.pk/company/BELA,Bela Automotives Limited,0802,ALLSHR,AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BELA
AKGL,https://dps.psx.com.pk/company/AKGL,Al-Khair Gadoon Limited,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AKGL
FIMM,https://dps.psx.com.pk/company/FIMM,First Imrooz Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FIMM
KCL,https://dps.psx.com.pk/company/KCL,Karam Ceramics Limited,0811,"ALLSHR,KMIALLSHR",GLASS & CERAMICS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KCL
ASIC,https://dps.psx.com.pk/company/ASIC,Asia Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ASIC
GEMNETS,https://dps.psx.com.pk/company/GEMNETS,Nets International Communication Limited,0828,ALLSHR,TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GEMNETS
TSMF,https://dps.psx.com.pk/company/TSMF,Tri-Star Mutual Fund Limited,0806,ALLSHR,CLOSE - END MUTUAL FUND,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TSMF
SCL,https://dps.psx.com.pk/company/SCL,Shield Corporation Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SCL
SFL,https://dps.psx.com.pk/company/SFL,Sapphire Fibres Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SFL
ELCM,https://dps.psx.com.pk/company/ELCM,Elahi Cotton Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ELCM
NONS,https://dps.psx.com.pk/company/NONS,Noon Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NONS
REWM,https://dps.psx.com.pk/company/REWM,Reliance Weaving Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/REWM
TPLL,https://dps.psx.com.pk/company/TPLL,TPL Life Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TPLL
ZIL,https://dps.psx.com.pk/company/ZIL,ZIL Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ZIL
AGLNCPS,https://dps.psx.com.pk/company/AGLNCPS,Agritech Non-Voting (Pref) Class A,0805,ALLSHR,CHEMICAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGLNCPS
NSRM,https://dps.psx.com.pk/company/NSRM,The National Silk & Rayon Mills Limited,0827,"ALLSHR,KMIALLSHR",SYNTHETIC & RAYON,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NSRM
TCORPCPS,https://dps.psx.com.pk/company/TCORPCPS,Tariq Corporation Limited(Pref),0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TCORPCPS
