symbol,period,date_predicted,predicted_price,percent_change,absolute_difference,last_price
CJPL,1 month,2025-August-24,4.53,-28.33,-1.79,6.32
CJPL,6 months,2026-January-21,6.3,-0.3,-0.02,6.32
PAKOXY,1 day,2025-July-26,164.11,-28.3,-64.77,228.88
PAKOXY,1 week,2025-August-01,180.49,-21.14,-48.39,228.88
PAKOXY,1 month,2025-August-24,183.24,-19.94,-45.64,228.88
PAKOXY,6 months,2026-January-21,220.09,-3.84,-8.79,228.88
MCB,1 day,2025-July-26,311.7,-9.62,-33.2,344.9
MCB,1 week,2025-August-01,318.01,-7.8,-26.89,344.9
MCB,1 month,2025-August-24,311.37,-9.72,-33.53,344.9
MCB,6 months,2026-January-21,367.36,6.51,22.46,344.9
GLAXO,1 day,2025-July-26,470.17,19.35,76.23,393.94
GLAXO,1 week,2025-August-01,451.53,14.62,57.59,393.94
GLAXO,1 month,2025-August-24,484.88,23.08,90.94,393.94
GLAXO,6 months,2026-January-21,604.25,53.39,210.31,393.94
GWLC,1 day,2025-July-26,48.83,0.13,0.06,48.77
GWLC,1 week,2025-August-01,49.51,1.52,0.74,48.77
GWLC,1 month,2025-August-24,52.29,7.22,3.52,48.77
GWLC,6 months,2026-January-21,63.84,30.91,15.07,48.77
MERIT,1 day,2025-July-26,12.31,3.13,0.37,11.94
MERIT,1 week,2025-August-01,11.94,-0.0,-0.0,11.94
MERIT,1 month,2025-August-24,11.7,-1.99,-0.24,11.94
MERIT,6 months,2026-January-21,12.55,5.11,0.61,11.94
NICL,1 day,2025-July-26,168.87,-6.16,-11.08,179.95
NICL,1 week,2025-August-01,165.83,-7.85,-14.12,179.95
NICL,1 month,2025-August-24,178.22,-0.96,-1.73,179.95
NICL,6 months,2026-January-21,186.34,3.55,6.39,179.95
INKL,1 day,2025-July-26,21.6,-43.6,-16.69,38.29
INKL,1 week,2025-August-01,24.55,-35.89,-13.74,38.29
INKL,1 month,2025-August-24,19.05,-50.24,-19.24,38.29
INKL,6 months,2026-January-21,29.33,-23.39,-8.96,38.29
PABC,1 day,2025-July-26,133.52,-12.92,-19.81,153.33
PABC,1 week,2025-August-01,135.66,-11.52,-17.67,153.33
PABC,1 month,2025-August-24,139.34,-9.12,-13.99,153.33
PABC,6 months,2026-January-21,173.97,13.46,20.64,153.33
CPPL,1 day,2025-July-26,111.59,-7.05,-8.46,120.05
CPPL,1 week,2025-August-01,111.04,-7.5,-9.01,120.05
CPPL,1 month,2025-August-24,108.86,-9.33,-11.19,120.05
CPPL,6 months,2026-January-21,119.06,-0.82,-0.99,120.05
AGP,1 day,2025-July-26,224.45,15.13,29.49,194.96
AGP,1 week,2025-August-01,208.37,6.88,13.41,194.96
AGP,1 month,2025-August-24,227.44,16.66,32.48,194.96
AGP,6 months,2026-January-21,270.47,38.73,75.51,194.96
GVGL,1 day,2025-July-26,44.97,-28.31,-17.75,62.72
GVGL,1 week,2025-August-01,48.36,-22.9,-14.36,62.72
GVGL,1 month,2025-August-24,46.19,-26.35,-16.53,62.72
GVGL,6 months,2026-January-21,51.51,-17.87,-11.21,62.72
BIFO,1 day,2025-July-26,200.3,9.91,18.06,182.24
BIFO,1 week,2025-August-01,195.37,7.21,13.13,182.24
BIFO,1 month,2025-August-24,208.18,14.23,25.94,182.24
BIFO,6 months,2026-January-21,252.96,38.81,70.72,182.24
SAZEW,1 day,2025-July-26,1187.54,-5.0,-62.45,1249.99
SAZEW,1 week,2025-August-01,1252.02,0.16,2.03,1249.99
SAZEW,1 month,2025-August-24,1176.29,-5.9,-73.7,1249.99
SAZEW,6 months,2026-January-21,1317.47,5.4,67.48,1249.99
SITC,1 day,2025-July-26,493.64,-19.69,-121.0,614.64
SITC,1 week,2025-August-01,489.92,-20.29,-124.72,614.64
SITC,1 month,2025-August-24,477.56,-22.3,-137.08,614.64
SITC,6 months,2026-January-21,537.15,-12.61,-77.49,614.64
NPL,1 day,2025-July-26,37.49,4.18,1.5,35.99
NPL,1 week,2025-August-01,36.88,2.49,0.89,35.99
NPL,1 month,2025-August-24,38.52,7.02,2.53,35.99
NPL,6 months,2026-January-21,38.4,6.71,2.41,35.99
KOHC,1 day,2025-July-26,403.56,-4.68,-19.81,423.37
KOHC,1 week,2025-August-01,427.23,0.91,3.86,423.37
KOHC,1 month,2025-August-24,421.9,-0.35,-1.47,423.37
KOHC,6 months,2026-January-21,510.08,20.48,86.71,423.37
KOHP,1 day,2025-July-26,7.2,-16.18,-1.39,8.59
KOHP,1 week,2025-August-01,6.8,-20.88,-1.79,8.59
KOHP,1 month,2025-August-24,8.15,-5.17,-0.44,8.59
KOHP,6 months,2026-January-21,7.09,-17.5,-1.5,8.59
BERG,1 day,2025-July-26,126.69,13.95,15.51,111.18
BERG,1 week,2025-August-01,114.55,3.03,3.37,111.18
BERG,1 month,2025-August-24,125.66,13.02,14.48,111.18
BERG,6 months,2026-January-21,127.72,14.88,16.54,111.18
SERT,1 day,2025-July-26,27.64,15.71,3.75,23.89
SERT,1 week,2025-August-01,24.16,1.11,0.27,23.89
SERT,1 month,2025-August-24,25.73,7.72,1.84,23.89
SERT,6 months,2026-January-21,26.27,9.97,2.38,23.89
MSCL,1 day,2025-July-26,15.91,14.12,1.97,13.94
MSCL,1 week,2025-August-01,13.38,-3.98,-0.56,13.94
MSCL,1 month,2025-August-24,15.18,8.86,1.24,13.94
MSCL,6 months,2026-January-21,12.35,-11.43,-1.59,13.94
FFLM,1 day,2025-July-26,3.11,-52.83,-3.49,6.6
FFLM,1 week,2025-August-01,3.64,-44.91,-2.96,6.6
FFLM,1 month,2025-August-24,2.16,-67.24,-4.44,6.6
FFLM,6 months,2026-January-21,4.56,-30.85,-2.04,6.6
ATLH,1 day,2025-July-26,1095.51,-5.58,-64.74,1160.25
ATLH,1 week,2025-August-01,1172.28,1.04,12.03,1160.25
ATLH,1 month,2025-August-24,1138.47,-1.88,-21.78,1160.25
ATLH,6 months,2026-January-21,1389.87,19.79,229.62,1160.25
FEM,1 day,2025-July-26,6.21,13.53,0.74,5.47
FEM,1 week,2025-August-01,4.33,-20.8,-1.14,5.47
FEM,1 month,2025-August-24,5.71,4.33,0.24,5.47
FEM,6 months,2026-January-21,4.32,-21.09,-1.15,5.47
NCPL,1 day,2025-July-26,24.83,-0.28,-0.07,24.9
NCPL,1 week,2025-August-01,23.97,-3.74,-0.93,24.9
NCPL,1 month,2025-August-24,26.56,6.65,1.66,24.9
NCPL,6 months,2026-January-21,22.65,-9.02,-2.25,24.9
AGIL,1 day,2025-July-26,132.73,-8.89,-12.96,145.69
AGIL,1 week,2025-August-01,134.6,-7.61,-11.09,145.69
AGIL,1 month,2025-August-24,130.04,-10.75,-15.65,145.69
AGIL,6 months,2026-January-21,159.09,9.2,13.4,145.69
FCIBL,1 day,2025-July-26,15.12,-25.92,-5.29,20.41
FCIBL,1 week,2025-August-01,12.48,-38.85,-7.93,20.41
FCIBL,1 month,2025-August-24,12.1,-40.7,-8.31,20.41
FCIBL,6 months,2026-January-21,15.25,-25.26,-5.16,20.41
PAKD,1 day,2025-July-26,265.41,10.72,25.7,239.71
PAKD,1 week,2025-August-01,227.86,-4.94,-11.85,239.71
PAKD,1 month,2025-August-24,266.49,11.17,26.78,239.71
PAKD,6 months,2026-January-21,330.9,38.04,91.19,239.71
ADAMS,1 day,2025-July-26,61.84,-20.66,-16.11,77.95
ADAMS,1 week,2025-August-01,63.07,-19.08,-14.88,77.95
ADAMS,1 month,2025-August-24,60.95,-21.81,-17.0,77.95
ADAMS,6 months,2026-January-21,63.75,-18.22,-14.2,77.95
CHCC,1 day,2025-July-26,284.62,-0.99,-2.83,287.45
CHCC,1 week,2025-August-01,298.08,3.7,10.63,287.45
CHCC,1 month,2025-August-24,309.01,7.5,21.56,287.45
CHCC,6 months,2026-January-21,365.1,27.01,77.65,287.45
ACPL,1 day,2025-July-26,322.27,17.77,48.64,273.63
ACPL,1 week,2025-August-01,319.62,16.81,45.99,273.63
ACPL,1 month,2025-August-24,338.5,23.71,64.87,273.63
ACPL,6 months,2026-January-21,443.59,62.11,169.96,273.63
MSOT,1 day,2025-July-26,58.0,-18.89,-13.51,71.51
MSOT,1 week,2025-August-01,60.17,-15.85,-11.34,71.51
MSOT,1 month,2025-August-24,59.98,-16.13,-11.53,71.51
MSOT,6 months,2026-January-21,62.62,-12.43,-8.89,71.51
IPAK,1 day,2025-July-26,21.0,-11.55,-2.74,23.74
IPAK,1 week,2025-August-01,23.52,-0.94,-0.22,23.74
IPAK,1 month,2025-August-24,24.38,2.7,0.64,23.74
IPAK,6 months,2026-January-21,35.21,48.33,11.47,23.74
JGICL,1 day,2025-July-26,72.89,7.59,5.14,67.75
JGICL,1 week,2025-August-01,61.75,-8.85,-6.0,67.75
JGICL,1 month,2025-August-24,73.06,7.84,5.31,67.75
JGICL,6 months,2026-January-21,80.0,18.09,12.25,67.75
FML,1 day,2025-July-26,68.55,-9.34,-7.06,75.61
FML,1 week,2025-August-01,68.6,-9.27,-7.01,75.61
FML,1 month,2025-August-24,63.7,-15.76,-11.91,75.61
FML,6 months,2026-January-21,66.79,-11.67,-8.82,75.61
MFFL,1 day,2025-July-26,248.96,18.83,39.46,209.5
MFFL,1 week,2025-August-01,224.64,7.23,15.14,209.5
MFFL,1 month,2025-August-24,247.95,18.35,38.45,209.5
MFFL,6 months,2026-January-21,333.02,58.96,123.52,209.5
TGL,1 day,2025-July-26,234.55,0.25,0.59,233.96
TGL,1 week,2025-August-01,235.84,0.8,1.88,233.96
TGL,1 month,2025-August-24,246.67,5.43,12.71,233.96
TGL,6 months,2026-January-21,294.41,25.84,60.45,233.96
HABSM,1 day,2025-July-26,77.41,-10.61,-9.19,86.6
HABSM,1 week,2025-August-01,78.76,-9.05,-7.84,86.6
HABSM,1 month,2025-August-24,79.11,-8.65,-7.49,86.6
HABSM,6 months,2026-January-21,83.08,-4.06,-3.52,86.6
LSEVL,1 day,2025-July-26,9.91,-13.79,-1.59,11.5
LSEVL,1 week,2025-August-01,10.89,-5.27,-0.61,11.5
LSEVL,1 month,2025-August-24,10.49,-8.76,-1.01,11.5
LSEVL,6 months,2026-January-21,13.89,20.74,2.39,11.5
NCL,1 day,2025-July-26,35.32,-23.02,-10.56,45.88
NCL,1 week,2025-August-01,41.29,-10.0,-4.59,45.88
NCL,1 month,2025-August-24,35.15,-23.39,-10.73,45.88
NCL,6 months,2026-January-21,46.0,0.25,0.12,45.88
BRRG,1 day,2025-July-26,29.01,-14.36,-4.87,33.88
BRRG,1 week,2025-August-01,27.94,-17.53,-5.94,33.88
BRRG,1 month,2025-August-24,26.1,-22.95,-7.78,33.88
BRRG,6 months,2026-January-21,35.35,4.33,1.47,33.88
SGPL,1 day,2025-July-26,8.85,7.71,0.63,8.22
SGPL,1 week,2025-August-01,7.53,-8.34,-0.69,8.22
SGPL,1 month,2025-August-24,8.51,3.56,0.29,8.22
SGPL,6 months,2026-January-21,5.7,-30.61,-2.52,8.22
BILF,1 day,2025-July-26,16.78,-21.16,-4.5,21.28
BILF,1 week,2025-August-01,21.32,0.19,0.04,21.28
BILF,1 month,2025-August-24,19.01,-10.65,-2.27,21.28
BILF,6 months,2026-January-21,27.91,31.15,6.63,21.28
HRPL,1 day,2025-July-26,24.61,-17.84,-5.34,29.95
HRPL,1 week,2025-August-01,31.49,5.14,1.54,29.95
HRPL,1 month,2025-August-24,25.68,-14.25,-4.27,29.95
HRPL,6 months,2026-January-21,28.56,-4.64,-1.39,29.95
BNWM,1 day,2025-July-26,63.83,-21.32,-17.3,81.13
BNWM,1 week,2025-August-01,59.79,-26.3,-21.34,81.13
BNWM,1 month,2025-August-24,65.73,-18.98,-15.4,81.13
BNWM,6 months,2026-January-21,74.05,-8.73,-7.08,81.13
PCAL,1 day,2025-July-26,188.08,4.92,8.82,179.26
PCAL,1 week,2025-August-01,176.45,-1.57,-2.81,179.26
PCAL,1 month,2025-August-24,191.89,7.05,12.63,179.26
PCAL,6 months,2026-January-21,195.82,9.24,16.56,179.26
IML,1 day,2025-July-26,22.22,-2.69,-0.62,22.84
IML,1 week,2025-August-01,20.78,-9.02,-2.06,22.84
IML,1 month,2025-August-24,23.32,2.1,0.48,22.84
IML,6 months,2026-January-21,20.87,-8.64,-1.97,22.84
DWTM,1 day,2025-July-26,8.19,27.32,1.76,6.43
DWTM,1 week,2025-August-01,7.73,20.27,1.3,6.43
DWTM,1 month,2025-August-24,9.28,44.31,2.85,6.43
DWTM,6 months,2026-January-21,7.95,23.62,1.52,6.43
KML,1 day,2025-July-26,69.19,-1.48,-1.04,70.23
KML,1 week,2025-August-01,49.96,-28.87,-20.27,70.23
KML,1 month,2025-August-24,60.03,-14.53,-10.2,70.23
KML,6 months,2026-January-21,65.03,-7.4,-5.2,70.23
MTL,1 day,2025-July-26,580.04,1.63,9.32,570.72
MTL,1 week,2025-August-01,574.03,0.58,3.31,570.72
MTL,1 month,2025-August-24,596.23,4.47,25.51,570.72
MTL,6 months,2026-January-21,604.77,5.97,34.05,570.72
ZTL,1 day,2025-July-26,18.14,3.01,0.53,17.61
ZTL,1 week,2025-August-01,14.14,-19.73,-3.47,17.61
ZTL,1 month,2025-August-24,16.07,-8.75,-1.54,17.61
ZTL,6 months,2026-January-21,14.9,-15.37,-2.71,17.61
ARPL,1 day,2025-July-26,525.76,12.37,57.87,467.89
ARPL,1 week,2025-August-01,460.43,-1.59,-7.46,467.89
ARPL,1 month,2025-August-24,547.72,17.06,79.83,467.89
ARPL,6 months,2026-January-21,554.91,18.6,87.02,467.89
CLOV,1 day,2025-July-26,41.63,0.97,0.4,41.23
CLOV,1 week,2025-August-01,43.6,5.74,2.37,41.23
CLOV,1 month,2025-August-24,45.69,10.82,4.46,41.23
CLOV,6 months,2026-January-21,46.56,12.92,5.33,41.23
SSOM,1 day,2025-July-26,718.2,-20.82,-188.83,907.03
SSOM,1 week,2025-August-01,861.72,-5.0,-45.31,907.03
SSOM,1 month,2025-August-24,759.52,-16.26,-147.51,907.03
SSOM,6 months,2026-January-21,1273.67,40.42,366.64,907.03
MIRKS,1 day,2025-July-26,34.24,-2.41,-0.85,35.09
MIRKS,1 week,2025-August-01,14.53,-58.61,-20.56,35.09
MIRKS,1 month,2025-August-24,23.92,-31.82,-11.17,35.09
MIRKS,6 months,2026-January-21,16.42,-53.2,-18.67,35.09
ICL,1 day,2025-July-26,83.26,-3.81,-3.3,86.56
ICL,1 week,2025-August-01,86.38,-0.21,-0.18,86.56
ICL,1 month,2025-August-24,86.22,-0.39,-0.34,86.56
ICL,6 months,2026-January-21,108.56,25.42,22.0,86.56
PSYL,1 day,2025-July-26,75.92,15.02,9.92,66.0
PSYL,1 week,2025-August-01,68.08,3.15,2.08,66.0
PSYL,1 month,2025-August-24,76.35,15.69,10.35,66.0
PSYL,6 months,2026-January-21,85.2,29.09,19.2,66.0
SCBPL,1 day,2025-July-26,65.89,-4.44,-3.06,68.95
SCBPL,1 week,2025-August-01,61.29,-11.11,-7.66,68.95
SCBPL,1 month,2025-August-24,64.06,-7.09,-4.89,68.95
SCBPL,6 months,2026-January-21,63.98,-7.21,-4.97,68.95
GAMON,1 day,2025-July-26,32.62,14.83,4.21,28.41
GAMON,1 week,2025-August-01,25.5,-10.25,-2.91,28.41
GAMON,1 month,2025-August-24,28.13,-0.98,-0.28,28.41
GAMON,6 months,2026-January-21,7.27,-74.41,-21.14,28.41
ANTM,1 day,2025-July-26,24.18,-5.19,-1.32,25.5
ANTM,1 week,2025-August-01,22.47,-11.86,-3.03,25.5
ANTM,1 month,2025-August-24,24.48,-4.02,-1.02,25.5
ANTM,6 months,2026-January-21,28.26,10.81,2.76,25.5
UVIC,1 day,2025-July-26,11.18,7.31,0.76,10.42
UVIC,1 week,2025-August-01,10.33,-0.84,-0.09,10.42
UVIC,1 month,2025-August-24,12.39,18.95,1.97,10.42
UVIC,6 months,2026-January-21,11.32,8.61,0.9,10.42
STYLERS,1 day,2025-July-26,46.57,-7.81,-3.94,50.51
STYLERS,1 week,2025-August-01,43.81,-13.26,-6.7,50.51
STYLERS,1 month,2025-August-24,43.86,-13.17,-6.65,50.51
STYLERS,6 months,2026-January-21,46.72,-7.5,-3.79,50.51
HALEON,1 day,2025-July-26,773.42,-1.64,-12.91,786.33
HALEON,1 week,2025-August-01,744.44,-5.33,-41.89,786.33
HALEON,1 month,2025-August-24,775.39,-1.39,-10.94,786.33
HALEON,6 months,2026-January-21,918.92,16.86,132.59,786.33
LCI,1 day,2025-July-26,1369.88,275.48,1005.05,364.83
LCI,1 week,2025-August-01,1460.85,300.42,1096.02,364.83
LCI,1 month,2025-August-24,1477.88,305.09,1113.05,364.83
LCI,6 months,2026-January-21,1692.13,363.81,1327.3,364.83
TRIPF,1 day,2025-July-26,165.63,13.51,19.72,145.91
TRIPF,1 week,2025-August-01,149.95,2.77,4.04,145.91
TRIPF,1 month,2025-August-24,167.23,14.61,21.32,145.91
TRIPF,6 months,2026-January-21,178.78,22.53,32.87,145.91
SSML,1 day,2025-July-26,21.94,41.39,6.42,15.52
SSML,1 week,2025-August-01,18.54,19.45,3.02,15.52
SSML,1 month,2025-August-24,23.26,49.85,7.74,15.52
SSML,6 months,2026-January-21,24.21,56.01,8.69,15.52
MRNS,1 day,2025-July-26,54.45,-23.47,-16.7,71.15
MRNS,1 week,2025-August-01,53.74,-24.47,-17.41,71.15
MRNS,1 month,2025-August-24,47.16,-33.72,-23.99,71.15
MRNS,6 months,2026-January-21,55.72,-21.69,-15.43,71.15
SLYT,1 day,2025-July-26,18.7,15.87,2.56,16.14
SLYT,1 week,2025-August-01,11.87,-26.43,-4.27,16.14
SLYT,1 month,2025-August-24,13.27,-17.76,-2.87,16.14
SLYT,6 months,2026-January-21,8.76,-45.73,-7.38,16.14
KTML,1 day,2025-July-26,195.48,-20.44,-50.21,245.69
KTML,1 week,2025-August-01,208.98,-14.94,-36.71,245.69
KTML,1 month,2025-August-24,202.75,-17.48,-42.94,245.69
KTML,6 months,2026-January-21,273.88,11.47,28.19,245.69
KOHE,1 day,2025-July-26,23.49,14.99,3.06,20.43
KOHE,1 week,2025-August-01,15.91,-22.14,-4.52,20.43
KOHE,1 month,2025-August-24,17.41,-14.77,-3.02,20.43
KOHE,6 months,2026-January-21,5.45,-73.32,-14.98,20.43
GRR,1 day,2025-July-26,20.01,-5.18,-1.09,21.1
GRR,1 week,2025-August-01,19.76,-6.33,-1.34,21.1
GRR,1 month,2025-August-24,19.93,-5.53,-1.17,21.1
GRR,6 months,2026-January-21,22.51,6.69,1.41,21.1
ZAHID,1 day,2025-July-26,67.47,-48.38,-63.25,130.72
ZAHID,1 week,2025-August-01,64.63,-50.56,-66.09,130.72
ZAHID,1 month,2025-August-24,56.52,-56.76,-74.2,130.72
ZAHID,6 months,2026-January-21,73.54,-43.74,-57.18,130.72
786,1 day,2025-July-26,11.15,13.81,1.35,9.8
786,1 week,2025-August-01,10.3,5.07,0.5,9.8
786,1 month,2025-August-24,11.68,19.16,1.88,9.8
786,6 months,2026-January-21,12.68,29.44,2.88,9.8
GEMSPNL,1 day,2025-July-26,28.92,-19.34,-6.93,35.85
GEMSPNL,1 week,2025-August-01,35.83,-0.06,-0.02,35.85
GEMSPNL,1 month,2025-August-24,35.95,0.28,0.1,35.85
GEMSPNL,6 months,2026-January-21,57.44,60.22,21.59,35.85
KOIL,1 day,2025-July-26,11.98,-18.25,-2.68,14.66
KOIL,1 week,2025-August-01,12.56,-14.35,-2.1,14.66
KOIL,1 month,2025-August-24,11.71,-20.14,-2.95,14.66
KOIL,6 months,2026-January-21,13.4,-8.56,-1.26,14.66
ARUJ,1 day,2025-July-26,24.43,144.3,14.43,10.0
ARUJ,1 week,2025-August-01,11.93,19.33,1.93,10.0
ARUJ,1 month,2025-August-24,18.41,84.13,8.41,10.0
ARUJ,6 months,2026-January-21,4.19,-58.06,-5.81,10.0
AHL,1 day,2025-July-26,78.75,-1.53,-1.23,79.98
AHL,1 week,2025-August-01,78.49,-1.86,-1.49,79.98
AHL,1 month,2025-August-24,82.09,2.64,2.11,79.98
AHL,6 months,2026-January-21,85.78,7.25,5.8,79.98
CHAS,1 day,2025-July-26,74.24,5.49,3.86,70.38
CHAS,1 week,2025-August-01,61.14,-13.13,-9.24,70.38
CHAS,1 month,2025-August-24,64.11,-8.91,-6.27,70.38
CHAS,6 months,2026-January-21,83.73,18.96,13.35,70.38
MQTM,1 day,2025-July-26,18.61,-58.34,-26.07,44.68
MQTM,1 week,2025-August-01,40.22,-9.97,-4.46,44.68
MQTM,1 month,2025-August-24,12.14,-72.84,-32.54,44.68
MQTM,6 months,2026-January-21,41.29,-7.59,-3.39,44.68
DNCC,1 day,2025-July-26,16.14,6.09,0.93,15.21
DNCC,1 week,2025-August-01,15.39,1.17,0.18,15.21
DNCC,1 month,2025-August-24,15.6,2.58,0.39,15.21
DNCC,6 months,2026-January-21,16.16,6.25,0.95,15.21
FECTC,1 day,2025-July-26,113.76,31.17,27.03,86.73
FECTC,1 week,2025-August-01,99.03,14.18,12.3,86.73
FECTC,1 month,2025-August-24,116.01,33.76,29.28,86.73
FECTC,6 months,2026-January-21,138.44,59.62,51.71,86.73
DEL,1 day,2025-July-26,12.86,12.1,1.39,11.47
DEL,1 week,2025-August-01,11.9,3.72,0.43,11.47
DEL,1 month,2025-August-24,14.27,24.44,2.8,11.47
DEL,6 months,2026-January-21,14.98,30.64,3.51,11.47
RICL,1 day,2025-July-26,11.44,-8.26,-1.03,12.47
RICL,1 week,2025-August-01,12.14,-2.66,-0.33,12.47
RICL,1 month,2025-August-24,10.89,-12.69,-1.58,12.47
RICL,6 months,2026-January-21,12.96,3.9,0.49,12.47
ICCI,1 day,2025-July-26,15.21,21.59,2.7,12.51
ICCI,1 week,2025-August-01,13.11,4.77,0.6,12.51
ICCI,1 month,2025-August-24,16.85,34.72,4.34,12.51
ICCI,6 months,2026-January-21,15.76,26.01,3.25,12.51
SHFA,1 day,2025-July-26,599.39,8.83,48.62,550.77
SHFA,1 week,2025-August-01,564.0,2.4,13.23,550.77
SHFA,1 month,2025-August-24,621.22,12.79,70.45,550.77
SHFA,6 months,2026-January-21,754.33,36.96,203.56,550.77
FRSM,1 day,2025-July-26,34.86,-24.4,-11.25,46.11
FRSM,1 week,2025-August-01,43.53,-5.59,-2.58,46.11
FRSM,1 month,2025-August-24,36.67,-20.48,-9.44,46.11
FRSM,6 months,2026-January-21,46.41,0.65,0.3,46.11
KOHTM,1 day,2025-July-26,77.63,21.8,13.89,63.74
KOHTM,1 week,2025-August-01,69.81,9.53,6.07,63.74
KOHTM,1 month,2025-August-24,85.55,34.22,21.81,63.74
KOHTM,6 months,2026-January-21,106.06,66.39,42.32,63.74
SEPL,1 day,2025-July-26,190.37,9.77,16.94,173.43
SEPL,1 week,2025-August-01,171.51,-1.11,-1.92,173.43
SEPL,1 month,2025-August-24,186.6,7.6,13.17,173.43
SEPL,6 months,2026-January-21,194.58,12.19,21.15,173.43
WAHN,1 day,2025-July-26,331.14,-10.4,-38.43,369.57
WAHN,1 week,2025-August-01,295.92,-19.93,-73.65,369.57
WAHN,1 month,2025-August-24,321.94,-12.89,-47.63,369.57
WAHN,6 months,2026-January-21,326.55,-11.64,-43.02,369.57
SURC,1 day,2025-July-26,134.69,-0.99,-1.35,136.04
SURC,1 week,2025-August-01,116.63,-14.27,-19.41,136.04
SURC,1 month,2025-August-24,129.76,-4.61,-6.28,136.04
SURC,6 months,2026-January-21,118.81,-12.67,-17.23,136.04
HMB,1 day,2025-July-26,107.67,-5.51,-6.28,113.95
HMB,1 week,2025-August-01,104.36,-8.42,-9.59,113.95
HMB,1 month,2025-August-24,110.03,-3.44,-3.92,113.95
HMB,6 months,2026-January-21,129.36,13.52,15.41,113.95
UBLPETF,1 day,2025-July-26,29.26,-9.14,-2.94,32.2
UBLPETF,1 week,2025-August-01,29.61,-8.03,-2.59,32.2
UBLPETF,1 month,2025-August-24,29.8,-7.46,-2.4,32.2
UBLPETF,6 months,2026-January-21,36.49,13.32,4.29,32.2
SGF,1 day,2025-July-26,79.65,4.87,3.7,75.95
SGF,1 week,2025-August-01,84.01,10.62,8.06,75.95
SGF,1 month,2025-August-24,77.72,2.34,1.77,75.95
SGF,6 months,2026-January-21,91.85,20.94,15.9,75.95
OBOY,1 day,2025-July-26,9.34,4.94,0.44,8.9
OBOY,1 week,2025-August-01,9.38,5.4,0.48,8.9
OBOY,1 month,2025-August-24,9.87,10.94,0.97,8.9
OBOY,6 months,2026-January-21,12.35,38.78,3.45,8.9
JATM,1 day,2025-July-26,11.71,-61.25,-18.51,30.22
JATM,1 week,2025-August-01,10.25,-66.09,-19.97,30.22
JATM,1 month,2025-August-24,-0.94,-103.1,-31.16,30.22
JATM,6 months,2026-January-21,-44.56,-247.45,-74.78,30.22
JSML,1 day,2025-July-26,56.14,-4.75,-2.8,58.94
JSML,1 week,2025-August-01,50.63,-14.09,-8.31,58.94
JSML,1 month,2025-August-24,55.72,-5.46,-3.22,58.94
JSML,6 months,2026-January-21,64.66,9.71,5.72,58.94
EFUL,1 day,2025-July-26,161.48,1.69,2.68,158.8
EFUL,1 week,2025-August-01,142.27,-10.41,-16.53,158.8
EFUL,1 month,2025-August-24,153.87,-3.11,-4.93,158.8
EFUL,6 months,2026-January-21,124.69,-21.48,-34.11,158.8
SAIF,1 day,2025-July-26,26.43,8.87,2.15,24.28
SAIF,1 week,2025-August-01,18.41,-24.16,-5.87,24.28
SAIF,1 month,2025-August-24,26.8,10.38,2.52,24.28
SAIF,6 months,2026-January-21,18.87,-22.28,-5.41,24.28
ATBA,1 day,2025-July-26,347.58,13.56,41.5,306.08
ATBA,1 week,2025-August-01,314.75,2.83,8.67,306.08
ATBA,1 month,2025-August-24,359.24,17.37,53.16,306.08
ATBA,6 months,2026-January-21,274.55,-10.3,-31.53,306.08
ORM,1 day,2025-July-26,10.24,-5.59,-0.61,10.85
ORM,1 week,2025-August-01,10.23,-5.69,-0.62,10.85
ORM,1 month,2025-August-24,10.62,-2.08,-0.23,10.85
ORM,6 months,2026-January-21,11.6,6.95,0.75,10.85
GADT,1 day,2025-July-26,417.16,-13.91,-67.38,484.54
GADT,1 week,2025-August-01,417.96,-13.74,-66.58,484.54
GADT,1 month,2025-August-24,426.46,-11.99,-58.08,484.54
GADT,6 months,2026-January-21,514.15,6.11,29.61,484.54
INDU,1 day,2025-July-26,1945.44,-8.79,-187.5,2132.94
INDU,1 week,2025-August-01,1970.65,-7.61,-162.29,2132.94
INDU,1 month,2025-August-24,1972.29,-7.53,-160.65,2132.94
INDU,6 months,2026-January-21,2186.18,2.5,53.24,2132.94
SNAI,1 day,2025-July-26,7.49,-70.99,-18.34,25.83
SNAI,1 week,2025-August-01,22.1,-14.45,-3.73,25.83
SNAI,1 month,2025-August-24,8.27,-67.98,-17.56,25.83
SNAI,6 months,2026-January-21,29.74,15.14,3.91,25.83
GUSM,1 day,2025-July-26,12.48,39.17,3.51,8.97
GUSM,1 week,2025-August-01,16.91,88.56,7.94,8.97
GUSM,1 month,2025-August-24,22.52,151.11,13.55,8.97
GUSM,6 months,2026-January-21,13.29,48.13,4.32,8.97
PKGI,1 day,2025-July-26,9.1,-16.54,-1.8,10.9
PKGI,1 week,2025-August-01,10.4,-4.57,-0.5,10.9
PKGI,1 month,2025-August-24,10.59,-2.84,-0.31,10.9
PKGI,6 months,2026-January-21,10.24,-6.05,-0.66,10.9
ATIL,1 day,2025-July-26,69.09,-23.84,-21.63,90.72
ATIL,1 week,2025-August-01,69.36,-23.55,-21.36,90.72
ATIL,1 month,2025-August-24,68.57,-24.41,-22.15,90.72
ATIL,6 months,2026-January-21,88.44,-2.51,-2.28,90.72
UDLI,1 day,2025-July-26,8.92,-1.25,-0.11,9.03
