symbol,period,date_predicted,predicted_price,percent_change,absolute_difference,last_price
PKGP,1 month,2025-August-24,149.3,0.82,1.21,148.09
PKGP,6 months,2026-January-21,197.23,33.18,49.14,148.09
DINT,1 day,2025-July-26,76.25,-11.11,-9.53,85.78
DINT,1 week,2025-August-01,80.37,-6.3,-5.41,85.78
DINT,1 month,2025-August-24,69.44,-19.05,-16.34,85.78
DINT,6 months,2026-January-21,80.87,-5.72,-4.91,85.78
BOK,1 day,2025-July-26,17.62,-3.49,-0.64,18.26
BOK,1 week,2025-August-01,16.39,-10.26,-1.87,18.26
BOK,1 month,2025-August-24,16.75,-8.29,-1.51,18.26
BOK,6 months,2026-January-21,17.86,-2.17,-0.4,18.26
SEL,1 day,2025-July-26,13.23,8.49,1.04,12.19
SEL,1 week,2025-August-01,11.19,-8.19,-1.0,12.19
SEL,1 month,2025-August-24,11.93,-2.11,-0.26,12.19
SEL,6 months,2026-January-21,12.66,3.88,0.47,12.19
SRVI,1 day,2025-July-26,1022.37,-16.09,-196.1,1218.47
SRVI,1 week,2025-August-01,1238.75,1.66,20.28,1218.47
SRVI,1 month,2025-August-24,1152.58,-5.41,-65.89,1218.47
SRVI,6 months,2026-January-21,1446.01,18.67,227.54,1218.47
AKDHL,1 day,2025-July-26,218.27,17.8,32.98,185.29
AKDHL,1 week,2025-August-01,185.56,0.15,0.27,185.29
AKDHL,1 month,2025-August-24,216.91,17.07,31.62,185.29
AKDHL,6 months,2026-January-21,213.19,15.06,27.9,185.29
SUHJ,1 day,2025-July-26,115.57,11.98,12.37,103.2
SUHJ,1 week,2025-August-01,89.0,-13.76,-14.2,103.2
SUHJ,1 month,2025-August-24,82.76,-19.8,-20.44,103.2
SUHJ,6 months,2026-January-21,170.61,65.32,67.41,103.2
SASML,1 day,2025-July-26,66.9,-26.37,-23.96,90.86
SASML,1 week,2025-August-01,70.56,-22.34,-20.3,90.86
SASML,1 month,2025-August-24,70.93,-21.93,-19.93,90.86
SASML,6 months,2026-January-21,94.52,4.03,3.66,90.86
RCML,1 day,2025-July-26,390.86,-28.93,-159.12,549.98
RCML,1 week,2025-August-01,557.63,1.39,7.65,549.98
RCML,1 month,2025-August-24,301.67,-45.15,-248.31,549.98
RCML,6 months,2026-January-21,536.83,-2.39,-13.15,549.98
JUBS,1 day,2025-July-26,17.1,36.66,4.59,12.51
JUBS,1 week,2025-August-01,10.09,-19.33,-2.42,12.51
JUBS,1 month,2025-August-24,18.29,46.19,5.78,12.51
JUBS,6 months,2026-January-21,9.73,-22.19,-2.78,12.51
ELSM,1 day,2025-July-26,165.77,46.75,52.81,112.96
ELSM,1 week,2025-August-01,119.59,5.87,6.63,112.96
ELSM,1 month,2025-August-24,163.94,45.13,50.98,112.96
ELSM,6 months,2026-January-21,133.73,18.38,20.77,112.96
HBLTETF,1 day,2025-July-26,108.46,2.32,2.46,106.0
HBLTETF,1 week,2025-August-01,106.83,0.78,0.83,106.0
HBLTETF,1 month,2025-August-24,116.29,9.71,10.29,106.0
HBLTETF,6 months,2026-January-21,120.39,13.57,14.39,106.0
CCM,1 day,2025-July-26,82.49,47.39,26.52,55.97
CCM,1 week,2025-August-01,42.0,-24.95,-13.97,55.97
CCM,1 month,2025-August-24,79.35,41.77,23.38,55.97
CCM,6 months,2026-January-21,10.78,-80.74,-45.19,55.97
ACIETF,1 day,2025-July-26,16.77,6.08,0.96,15.81
ACIETF,1 week,2025-August-01,15.94,0.81,0.13,15.81
ACIETF,1 month,2025-August-24,17.9,13.23,2.09,15.81
ACIETF,6 months,2026-January-21,19.23,21.63,3.42,15.81
SHCM,1 day,2025-July-26,52.39,24.69,10.37,42.02
SHCM,1 week,2025-August-01,58.43,39.05,16.41,42.02
SHCM,1 month,2025-August-24,24.21,-42.37,-17.81,42.02
SHCM,6 months,2026-January-21,45.91,9.26,3.89,42.02
STL,1 day,2025-July-26,702.76,-12.04,-96.22,798.98
STL,1 week,2025-August-01,720.36,-9.84,-78.62,798.98
STL,1 month,2025-August-24,765.63,-4.17,-33.35,798.98
STL,6 months,2026-January-21,819.28,2.54,20.3,798.98
IDYM,1 day,2025-July-26,57.21,-70.14,-134.34,191.55
IDYM,1 week,2025-August-01,158.21,-17.41,-33.34,191.55
IDYM,1 month,2025-August-24,83.94,-56.18,-107.61,191.55
IDYM,6 months,2026-January-21,173.5,-9.42,-18.05,191.55
FASM,1 day,2025-July-26,402.67,-0.24,-0.98,403.65
FASM,1 week,2025-August-01,377.39,-6.51,-26.26,403.65
FASM,1 month,2025-August-24,427.69,5.96,24.04,403.65
FASM,6 months,2026-January-21,466.15,15.48,62.5,403.65
JKSM,1 day,2025-July-26,109.77,1.35,1.47,108.3
JKSM,1 week,2025-August-01,87.59,-19.12,-20.71,108.3
JKSM,1 month,2025-August-24,118.25,9.19,9.95,108.3
JKSM,6 months,2026-January-21,105.95,-2.17,-2.35,108.3
BHAT,1 day,2025-July-26,1192.16,26.7,251.26,940.9
BHAT,1 week,2025-August-01,804.27,-14.52,-136.63,940.9
BHAT,1 month,2025-August-24,1105.95,17.54,165.05,940.9
BHAT,6 months,2026-January-21,594.24,-36.84,-346.66,940.9
GRYL,1 day,2025-July-26,8.17,15.3,1.08,7.09
GRYL,1 week,2025-August-01,6.67,-5.98,-0.42,7.09
GRYL,1 month,2025-August-24,7.96,12.24,0.87,7.09
GRYL,6 months,2026-January-21,6.88,-2.99,-0.21,7.09
EPCLPS,1 day,2025-July-26,11.88,-5.32,-0.67,12.55
EPCLPS,1 week,2025-August-01,12.58,0.27,0.03,12.55
EPCLPS,1 month,2025-August-24,12.45,-0.79,-0.1,12.55
EPCLPS,6 months,2026-January-21,13.73,9.42,1.18,12.55
UPFL,1 day,2025-July-26,23540.76,-31.05,-10598.79,34139.55
UPFL,1 week,2025-August-01,26785.58,-21.54,-7353.97,34139.55
UPFL,1 month,2025-August-24,21421.82,-37.25,-12717.73,34139.55
UPFL,6 months,2026-January-21,31820.33,-6.79,-2319.22,34139.55
KHYT,1 day,2025-July-26,1185.15,-21.02,-315.33,1500.48
KHYT,1 week,2025-August-01,1436.87,-4.24,-63.61,1500.48
KHYT,1 month,2025-August-24,1686.06,12.37,185.58,1500.48
KHYT,6 months,2026-January-21,1537.22,2.45,36.74,1500.48
ISIL,1 day,2025-July-26,2220.35,2.98,64.23,2156.12
ISIL,1 week,2025-August-01,1878.94,-12.86,-277.18,2156.12
ISIL,1 month,2025-August-24,1950.44,-9.54,-205.68,2156.12
ISIL,6 months,2026-January-21,2102.3,-2.5,-53.82,2156.12
SINDM,1 day,2025-July-26,11.93,-11.63,-1.57,13.5
SINDM,1 week,2025-August-01,12.4,-8.14,-1.1,13.5
SINDM,1 month,2025-August-24,12.63,-6.47,-0.87,13.5
SINDM,6 months,2026-January-21,12.28,-9.06,-1.22,13.5
PIAHCLB,1 day,2025-July-26,6429.71,-79.87,-25504.91,31934.62
PIAHCLB,1 week,2025-August-01,22969.03,-28.07,-8965.59,31934.62
PIAHCLB,1 month,2025-August-24,5983.0,-81.26,-25951.62,31934.62
PIAHCLB,6 months,2026-January-21,38203.47,19.63,6268.85,31934.62
ASLCPS,1 day,2025-July-26,-30.21,-245.94,-50.91,20.7
ASLCPS,1 week,2025-August-01,16.71,-19.27,-3.99,20.7
ASLCPS,1 month,2025-August-24,-82.72,-499.63,-103.42,20.7
ASLCPS,6 months,2026-January-21,62.08,199.9,41.38,20.7
SAPT,1 day,2025-July-26,1122.38,-16.27,-218.1,1340.48
SAPT,1 week,2025-August-01,1169.59,-12.75,-170.89,1340.48
SAPT,1 month,2025-August-24,1028.08,-23.3,-312.4,1340.48
SAPT,6 months,2026-January-21,1196.57,-10.74,-143.91,1340.48
JDWS,1 day,2025-July-26,935.22,-6.29,-62.78,998.0
JDWS,1 week,2025-August-01,995.26,-0.27,-2.74,998.0
JDWS,1 month,2025-August-24,950.53,-4.76,-47.47,998.0
JDWS,6 months,2026-January-21,1322.0,32.46,324.0,998.0
CENI,1 day,2025-July-26,51.17,2.93,1.45,49.72
CENI,1 week,2025-August-01,46.85,-5.77,-2.87,49.72
CENI,1 month,2025-August-24,49.48,-0.49,-0.24,49.72
CENI,6 months,2026-January-21,58.81,18.28,9.09,49.72
IBFL,1 day,2025-July-26,383.49,10.5,36.43,347.06
IBFL,1 week,2025-August-01,327.65,-5.59,-19.41,347.06
IBFL,1 month,2025-August-24,375.7,8.25,28.64,347.06
IBFL,6 months,2026-January-21,333.52,-3.9,-13.54,347.06
HPL,1 day,2025-July-26,3291.05,6.47,199.91,3091.14
HPL,1 week,2025-August-01,3503.47,13.34,412.33,3091.14
HPL,1 month,2025-August-24,3488.0,12.84,396.86,3091.14
HPL,6 months,2026-January-21,4456.57,44.17,1365.43,3091.14
BAFS,1 day,2025-July-26,74.86,-2.6,-2.0,76.86
BAFS,1 week,2025-August-01,60.25,-21.61,-16.61,76.86
BAFS,1 month,2025-August-24,69.94,-9.0,-6.92,76.86
BAFS,6 months,2026-January-21,57.28,-25.47,-19.58,76.86
TSML,1 day,2025-July-26,242.4,1.0,2.4,240.0
TSML,1 week,2025-August-01,176.56,-26.43,-63.44,240.0
TSML,1 month,2025-August-24,234.64,-2.24,-5.36,240.0
TSML,6 months,2026-January-21,242.15,0.9,2.15,240.0
SIEM,1 day,2025-July-26,1908.09,25.53,388.09,1520.0
SIEM,1 week,2025-August-01,1818.25,19.62,298.25,1520.0
SIEM,1 month,2025-August-24,1984.18,30.54,464.18,1520.0
SIEM,6 months,2026-January-21,2469.76,62.48,949.76,1520.0
HAFL,1 day,2025-July-26,440.77,13.27,51.63,389.14
HAFL,1 week,2025-August-01,359.27,-7.68,-29.87,389.14
HAFL,1 month,2025-August-24,408.85,5.07,19.71,389.14
HAFL,6 months,2026-January-21,385.47,-0.94,-3.67,389.14
OML,1 day,2025-July-26,29.08,-30.75,-12.91,41.99
OML,1 week,2025-August-01,45.59,8.58,3.6,41.99
OML,1 month,2025-August-24,30.97,-26.23,-11.02,41.99
OML,6 months,2026-January-21,53.77,28.06,11.78,41.99
FIL,1 day,2025-July-26,190.15,-27.75,-73.05,263.2
FIL,1 week,2025-August-01,145.13,-44.86,-118.07,263.2
FIL,1 month,2025-August-24,117.95,-55.19,-145.25,263.2
FIL,6 months,2026-January-21,122.54,-53.44,-140.66,263.2
SANSM,1 day,2025-July-26,50.52,-5.9,-3.17,53.69
SANSM,1 week,2025-August-01,55.19,2.79,1.5,53.69
SANSM,1 month,2025-August-24,52.78,-1.7,-0.91,53.69
SANSM,6 months,2026-January-21,71.8,33.73,18.11,53.69
RMPL,1 day,2025-July-26,9947.39,4.85,460.5,9486.89
RMPL,1 week,2025-August-01,10058.32,6.02,571.43,9486.89
RMPL,1 month,2025-August-24,9916.24,4.53,429.35,9486.89
RMPL,6 months,2026-January-21,12037.84,26.89,2550.95,9486.89
DMTM,1 day,2025-July-26,10.79,8.06,0.8,9.99
DMTM,1 week,2025-August-01,10.24,2.46,0.25,9.99
DMTM,1 month,2025-August-24,10.02,0.26,0.03,9.99
DMTM,6 months,2026-January-21,10.15,1.61,0.16,9.99
BELA,1 day,2025-July-26,150.24,22.08,27.17,123.07
BELA,1 week,2025-August-01,122.53,-0.44,-0.54,123.07
BELA,1 month,2025-August-24,158.17,28.52,35.1,123.07
BELA,6 months,2026-January-21,115.9,-5.83,-7.17,123.07
AKGL,1 day,2025-July-26,53.56,-10.77,-6.47,60.03
AKGL,1 week,2025-August-01,60.02,-0.02,-0.01,60.03
AKGL,1 month,2025-August-24,53.03,-11.66,-7.0,60.03
AKGL,6 months,2026-January-21,63.92,6.48,3.89,60.03
FIMM,1 day,2025-July-26,237.68,18.84,37.68,200.0
FIMM,1 week,2025-August-01,200.09,0.04,0.09,200.0
FIMM,1 month,2025-August-24,226.57,13.29,26.57,200.0
FIMM,6 months,2026-January-21,188.24,-5.88,-11.76,200.0
KCL,1 day,2025-July-26,129.49,-23.88,-40.62,170.11
KCL,1 week,2025-August-01,113.36,-33.36,-56.75,170.11
KCL,1 month,2025-August-24,100.96,-40.65,-69.15,170.11
KCL,6 months,2026-January-21,109.35,-35.72,-60.76,170.11
ASIC,1 day,2025-July-26,11.73,-38.28,-7.27,19.0
ASIC,1 week,2025-August-01,18.28,-3.77,-0.72,19.0
ASIC,1 month,2025-August-24,-2.09,-111.0,-21.09,19.0
ASIC,6 months,2026-January-21,15.86,-16.51,-3.14,19.0
GEMNETS,1 day,2025-July-26,127.81,177.9,81.82,45.99
GEMNETS,1 week,2025-August-01,3.0,-93.47,-42.99,45.99
GEMNETS,1 month,2025-August-24,-800.04,-1839.6,-846.03,45.99
GEMNETS,6 months,2026-January-21,132.36,187.8,86.37,45.99
TSMF,1 day,2025-July-26,14.08,25.24,2.84,11.24
TSMF,1 week,2025-August-01,9.97,-11.3,-1.27,11.24
TSMF,1 month,2025-August-24,13.0,15.7,1.76,11.24
TSMF,6 months,2026-January-21,10.81,-3.83,-0.43,11.24
SCL,1 day,2025-July-26,333.12,4.1,13.12,320.0
SCL,1 week,2025-August-01,304.77,-4.76,-15.23,320.0
SCL,1 month,2025-August-24,363.67,13.65,43.67,320.0
SCL,6 months,2026-January-21,304.15,-4.95,-15.85,320.0
SFL,1 day,2025-July-26,1400.3,27.3,300.31,1099.99
SFL,1 week,2025-August-01,1046.14,-4.9,-53.85,1099.99
SFL,1 month,2025-August-24,1344.25,22.21,244.26,1099.99
SFL,6 months,2026-January-21,849.7,-22.75,-250.29,1099.99
ELCM,1 day,2025-July-26,110.29,-19.77,-27.18,137.47
ELCM,1 week,2025-August-01,140.45,2.17,2.98,137.47
ELCM,1 month,2025-August-24,148.25,7.84,10.78,137.47
ELCM,6 months,2026-January-21,193.44,40.72,55.97,137.47
NONS,1 day,2025-July-26,65.65,-28.26,-25.86,91.51
NONS,1 week,2025-August-01,77.98,-14.79,-13.53,91.51
NONS,1 month,2025-August-24,65.34,-28.59,-26.17,91.51
NONS,6 months,2026-January-21,86.97,-4.96,-4.54,91.51
REWM,1 day,2025-July-26,176.32,34.6,45.32,131.0
REWM,1 week,2025-August-01,149.28,13.95,18.28,131.0
REWM,1 month,2025-August-24,175.63,34.07,44.63,131.0
REWM,6 months,2026-January-21,183.28,39.91,52.28,131.0
TPLL,1 day,2025-July-26,68.42,8.68,5.47,62.95
TPLL,1 week,2025-August-01,65.35,3.82,2.4,62.95
TPLL,1 month,2025-August-24,69.46,10.34,6.51,62.95
TPLL,6 months,2026-January-21,78.03,23.95,15.08,62.95
ZIL,1 day,2025-July-26,346.14,1.99,6.76,339.38
ZIL,1 week,2025-August-01,309.04,-8.94,-30.34,339.38
ZIL,1 month,2025-August-24,354.9,4.57,15.52,339.38
ZIL,6 months,2026-January-21,344.43,1.49,5.05,339.38
AGLNCPS,1 day,2025-July-26,31.64,18.85,5.02,26.62
AGLNCPS,1 week,2025-August-01,28.06,5.4,1.44,26.62
AGLNCPS,1 month,2025-August-24,30.05,12.87,3.43,26.62
AGLNCPS,6 months,2026-January-21,29.52,10.9,2.9,26.62
NSRM,1 day,2025-July-26,81.23,-30.72,-36.01,117.24
NSRM,1 week,2025-August-01,81.51,-30.48,-35.73,117.24
NSRM,1 month,2025-August-24,89.2,-23.91,-28.04,117.24
NSRM,6 months,2026-January-21,115.15,-1.78,-2.09,117.24
TCORPCPS,1 day,2025-July-26,12.42,39.9,3.54,8.88
TCORPCPS,1 week,2025-August-01,10.07,13.42,1.19,8.88
TCORPCPS,1 month,2025-August-24,9.16,3.16,0.28,8.88
TCORPCPS,6 months,2026-January-21,8.51,-4.15,-0.37,8.88
